INDONESIA/ENG,ZUFRASI,,KAMUS INDONESIA/ENG - ZUFRASI,,
,,,Ketik kata IND/ENG,:,false.
,,,Arti kata ZUF,:,hewu
aba,makhsya,,,,
abad,pawa,,,,
abadi,anasyi,,,,
abai,anaz,,,,
abandon,anaz,,,,
able,niha,,,,
about,mekhma,,,,
above,ama,,,,
absen,mizasya,,,,
absent,mizasya,,,,
abundant,kuba,,,,
abuse,waka,,,,
achieve,niha,,,,
act,rijma,,,,
action,rijma,,,,
acu,sakhsya,,,,
acuh,anaz,,,,
ada,asya,,,,
adalah,asyasa,,,,
adat,asyam,,,,
additional,ngaza,,,,
adegan,kihasa,,,,
adil,hemaka,,,,
aduk,amu,,,,
adventurer,ngesakha,,,,
affection,rikhma,,,,
afraid,mangu,,,,
after,hemesa,,,,
afternoon,hizad,,,,
afterwards,husya,,,,
again,usad,,,,
agar,hujaza,,,,
age,pawa,,,,
agree,haza,,,,
agung,wusiza,,,,
ahli,baka,,,,
ahli waris,baki,,,,
aim,sakhsya,,,,
air,ahr-razik,,,,
ajar,agak,,,,
akal,khasang,,,,
akan,angakh,,,,
akar,ahr-mukha,,,,
akhir,hesehazi,,,,
akhirat,ahr-adngasa,,,,
akibat,syawja,,,,
alam,ahr-asa,,,,
alam semesta,ahr-asa,,,,
alasan,syawja,,,,
alat,khisaz,,,,
alih,mekhahina,,,,
alike,hekuja,,,,
alike,hekuja,,,,
alir,asi,,,,
all,hesuku,,,,
allow,nizak,,,,
along,mam,,,,
already,husya,,,,
alter,cakhmi,,,,
alun,hubaka,,,,
amal,nusyi,,,,
aman,hesawa,,,,
amar,jikhma,,,,
ambang,ruwa,,,,
among,akhmaka,,,,
ampun,awjukh,,,,
anak,ahl-nekhi,,,,
anak-anak,ahl-nekhi,,,,
ancam,jangha,,,,
and,syakh,,,,
anda,akhsya,,,,
andal,nihu,,,,
angan,wabu,,,,
angel,jemanga,,,,
angin,ahr-usyaka,,,,
angka,khisaz,,,,
angkasa,ahr-sadim,,,,
angkat,gusad,,,,
angkuh,adngu,,,,
angkut,naba,,,,
angkutan,naba,,,,
angry,waka,,,,
animal,ahl-yabukha,,,,
animal kingdom,ahl-yabukha,,,,
answer,nyasi,,,,
antara,akhmaka,,,,
antusias,kuba,,,,
anugerah,nyasyiza,,,,
anugerah,nyasyiza,,,,
anugrah,nyasyiza,,,,
anything,muamu,,,,
apapun,muamu,,,,
apes,khanya,,,,
api,ahr-naka,,,,
api,ahr-naka,,,,
appealing,sekha,,,,
appear,nadu,,,,
appropriate,jakhma,,,,
arah,jisi,,,,
arah,hedaga,,,,
arah,jisi,,,,
arif,aki,,,,
arif,aki,,,,
arise,nadu,,,,
arogan,naba,,,,
around,hengima,,,,
arrange,amuk,,,,
arrange,kawaz,,,,
arrive,miwa,,,,
arrogant,adngu,,,,
artinya,zazimu,,,,
as,hekuja,,,,
asah,aha,,,,
asal,syaki,,,,
asal usul,ahr-mukha,,,,
ask,mata,,,,
asleep,misyu,,,,
asli,hegami,,,,
asmara,rikhma,,,,
assets,nekhsya,,,,
assist,gaha,,,,
assistance,gaha,,,,
asuh,agak,,,,
at,jasya,,,,
at the same time,syakh,,,,
at the time of,ham,,,,
atas,ama,,,,
atau,amabu,,,,
atmosfer,ahr-usyaka,,,,
atmosphere,ahr-usyaka,,,,
atraktif,sekha,,,,
attain,niha,,,,
attempt,rona,,,,
attend,miwa,,,,
attract,sekha,,,,
attractive,sekha,,,,
atur,amuk,,,,
aturan,asyam,,,,
authority,syaza,,,,
available,asya,,,,
avoid,esa,,,,
await,gaca,,,,
awal,wusa,,,,
awan,ahr-sadim,,,,
aware,baka,,,,
axis,jula,,,,
ayah,aza,,,,
azab,syawja,,,,
babak,kihasa,,,,
babat,mena,,,,
baca,nara,,,,
back,nasi,,,,
bad,resa,,,,
badan,ahr-kaca,,,,
bagi,naci,,,,
bagi,jasya,,,,
bagian,naciza,,,,
bagus,aki,,,,
bahagia,nanyaciza,,,,
bahasa,nanyaha,,,,
baik,aki,,,,
bak,hekuja,,,,
bakal,angakh,,,,
bala,nasa,,,,
balanced,hemaka,,,,
balas,nasa,,,,
balasan,nasa,,,,
balik,usad,,,,
bangkit,nadu,,,,
bangsa,nadha,,,,
bangun,nadu,,,,
bantah,nakhma,,,,
bantai,wami,,,,
bantu,gaha,,,,
bantuan,gaha,,,,
banyak,nakha,,,,
bapa,aza,,,,
bapak,aza,,,,
bara,ahr-naka,,,,
barang,nekhsya,,,,
bareng,syakh,,,,
barter,cakhmi,,,,
baru,tu,,,,
basah,naha,,,,
basic,sakhsya,,,,
batas,ruwa,,,,
batu,namu,,,,
baur,amu,,,,
bawa,naba,,,,
bawah,mukukh,,,,
bayar,nasa,,,,
bayi,ahl-nekhi,,,,
be aware,khasuki,,,,
bear,gukhgu,,,,
beautiful,ikhsya,,,,
beban,waha,,,,
bebas,weksenga,,,,
bebatuan,namu,,,,
beberapa,nakha,,,,
because,syawja,,,,
because of,ose,,,,
become,gasyi,,,,
beda,nesya,,,,
before,hisa,,,,
begin,wusa,,,,
beginning,wusa,,,,
behavior,nusyi,,,,
belai,nysa,,,,
belakang,nasi,,,,
beli,nasa,,,,
beliau,syiza,,,,
belief,zangikh,,,,
believe,zangikh,,,,
belonging to,juta,,,,
belum,jeka,,,,
benar,hegami,,,,
benar-benar,hegami,,,,
bencana,khanya,,,,
benci,nekhri,,,,
benda,nekhsya,,,,
benderang,ahr-reka,,,,
benefit,ukhmud,,,,
benih,ahr-mukha,,,,
bening,huri,,,,
bentuk,nekhsya,,,,
bentuk,asya,,,,
beragam,nesya,,,,
berahi,wabu,,,,
berahi,cazika,,,,
berair,ahr-razik,,,,
berakhir,hesehazi,,,,
beralih,mekhahina,,,,
berat,waha,,,,
berbagi,hasi,,,,
berbeda,nesya,,,,
berbeda,nesya,,,,
berbeda,nesya,,,,
berbicara,ngama,,,,
bercakap,ngama,,,,
berdiri,nadu,,,,
berdiri,nadu,,,,
berdiri,mecang,,,,
berdua,syakh,,,,
bergerak,angakh,,,,
berhasil,ukhmud,,,,
berhenti,hesehazi,,,,
beri,naci,,,,
berkah,nyasyiza,,,,
berkaitan,hekuja,,,,
berkelanjutan,anasyi,,,,
berkeliling,usad,,,,
berkembang,nadu,,,,
berkepanjangan,jakha,,,,
berkerumun,kawaz,,,,
berlalu,husya,,,,
berlimpah,kuba,,,,
berlimpah,nakha,,,,
berlindung,khabud,,,,
bernafas,khaya,,,,
berpindah,mekhahina,,,,
berputar,usad,,,,
bersama,syakh,,,,
bersama-sama,syakh,,,,
bersamaan,syakh,,,,
bersatu,amu,,,,
bersih,huri,,,,
bersinar,ahr-reka,,,,
bersit,ngega,,,,
bertabrakan,manka,,,,
bertahan,manya,,,,
bertemu,wi,,,,
bertemu,wulabaka,,,,
bertindak,rijma,,,,
berunding,wulabaka,,,,
beruntung,ukhmud,,,,
besar,kaza,,,,
besi,soca,,,,
besides,ruwasi,,,,
betina,bakhima,,,,
betina,bakhima,,,,
betul,hegami,,,,
between,akhmaka,,,,
biar,nizak,,,,
bibit,ahr-mukha,,,,
bibit,ahr-mukha,,,,
bicara,ngama,,,,
bidik,sakhsya,,,,
big,kaza,,,,
bijak,aki,,,,
bijaksana,aki,,,,
biji,ahr-mukha,,,,
biji-bijian,ahr-mukha,,,,
bikin,rijma,,,,
bimbang,kacuha,,,,
bimbing,jakhsyu,,,,
bimbing,agak,,,,
binar,ahr-reka,,,,
binasa,juha,,,,
binatang,ahl-yabukha,,,,
bintang,nikhma,,,,
birahi,cazika,,,,
bird,ahl-nekwa,,,,
bisa,niha,,,,
bisu,nihu,,,,
black,cesa,,,,
blend,amu,,,,
blessing,nyasyiza,,,,
blind,numa,,,,
blink,ngega,,,,
bobot,waha,,,,
bocah,ahl-nekhi,,,,
bodoh,syudu,,,,
body,ahr-kaca,,,,
bohong,syuhma,,,,
book,nung,,,,
book collection,narala,,,,
bopong,gukhgu,,,,
born,nadu,,,,
boundary,ruwa,,,,
bow,mukhsyung,,,,
break,akhmaka,,,,
break a promise,nakhma,,,,
breakdown,ukaz,,,,
breast,syasya,,,,
breath,khaya,,,,
breathe,khaya,,,,
breeze,ahr-usyaka,,,,
bridge,akhmakala,,,,
bright,reka,,,,
brightness,reka,,,,
bring,naba,,,,
broken,resa,,,,
brought into,nadu,,,,
buai,sekha,,,,
buang,nyisa,,,,
buat,rijma,,,,
budi,nusyi,,,,
bujuk,sekha,,,,
buka,musu,,,,
bukan,mang,,,,
buku,nung,,,,
bulan,ahr-nusakh,,,,
bulus,miju,,,,
bumi,ahr-makha,,,,
bunuh,wami,,,,
bunyi,hubaka,,,,
burden,waha,,,,
burial,makha,,,,
buruk,resa,,,,
burung,ahl-nekwa,,,,
bustling,kawaz,,,,
but,maji,,,,
buta,numa,,,,
butir,jahi,,,,
butuh,numu,,,,
buzz,ngega,,,,
by,ose,,,,
cacat,resa,,,,
caci,waka,,,,
cahaya,ahr-reka,,,,
cair,ahr-razik,,,,
cairan,ahr-razik,,,,
cakap,wabu,,,,
cakep,amuk,,,,
cakup,khabud,,,,
calamity,khanya,,,,
calm,syawa,,,,
campak,anaz,,,,
campur,amu,,,,
campuran,ahr-razik,,,,
can,niha,,,,
cantik,ikhsya,,,,
capai,niha,,,,
capture,madnga,,,,
care,gaca,,,,
care for,agak,,,,
careful,gaca,,,,
careless,suja,,,,
caress,nysa,,,,
carry,gukhgu,,,,
carry,naba,,,,
catch,madnga,,,,
category,nadha,,,,
cautious,gaca,,,,
cease,hesehazi,,,,
cecair,ahr-razik,,,,
cela,resa,,,,
celaan,resa,,,,
celah,akhmaka,,,,
celaka,khanya,,,,
cemburu,hemamu,,,,
cenayang,kawas,,,,
cengkeram,hekhmu,,,,
center,akhmaka,,,,
century,pawa,,,,
cepat,reja,,,,
cerah,ahr-reka,,,,
cerca,waka,,,,
cercah,neknga,,,,
cerdas,aki,,,,
cerita,kihasa,,,,
certain,gesa,,,,
certainly,gesa,,,,
certificate,ngoma,,,,
chance,jesuba,,,,
change,cakhmi,,,,
chapter,kihasa,,,,
character,nusyi,,,,
charity,nusyi,,,,
charm,sekha,,,,
chart,jema,,,,
chest,syasya,,,,
chief,jasa,,,,
child,ahl-nekhi,,,,
choose,jisi,,,,
cikal,ahr-mukha,,,,
cinta,rikhma,,,,
cipta,rijma,,,,
cipta,rijma,,,,
circle,usad,,,,
city,ngoma,,,,
clarify,ukaz,,,,
clean,huri,,,,
climate,wuhi,,,,
close,mumus,,,,
cloth,ngazikh,,,,
clue,makhsya,,,,
coach,agak,,,,
coarse,aha,,,,
coba,rona,,,,
cocok,jakhma,,,,
collide,manka,,,,
colonize,mikhsya,,,,
combine,kawaz,,,,
come,miwa,,,,
command,jikhma,,,,
community,nadha,,,,
compact,jasyam,,,,
compel,jangha,,,,
compensation,nasa,,,,
competent,baka,,,,
complete,umu,,,,
completed,hemesa,,,,
compliant,mam,,,,
compose,ose,,,,
comprehend,khasuki,,,,
concentrated,cesa,,,,
concern,jesyusi,,,,
concerning,jasya,,,,
conduct,nusyi,,,,
confident,zangikh,,,,
confine,nguku,,,,
congkak,adngu,,,,
connected,hekuja,,,,
conquer,mikhsya,,,,
conscience,khizam,,,,
conscious,baka,,,,
consent,haza,,,,
consequence,syawja,,,,
consequences,syawja,,,,
consultation,wulabaka,,,,
consume,wanga,,,,
continue,meku,,,,
coordinate,semang,,,,
coordinates,semang,,,,
corak,josa,,,,
core,ikhmi,,,,
correct,hegami,,,,
correct,hegami,,,,
cosmos,ahr-asa,,,,
counterpart,jasyala,,,,
cover,khabud,,,,
crack,akhmaka,,,,
cradle,sekha,,,,
crash,manka,,,,
crease,ngega,,,,
create,rijma,,,,
creation,ose,,,,
creature,ahl-yabukha,,,,
crowd,kawaz,,,,
crowded,kawaz,,,,
cuaca,wuhi,,,,
cuek,anaz,,,,
cuma,ruwa,,,,
curi,gakanya,,,,
curiga,kacuha,,,,
curse,nasa,,,,
custom,asyam,,,,
custom,asyam,,,,
cut,mena,,,,
cut down,mena,,,,
dad,aza,,,,
dada,syasya,,,,
dahulu,hisa,,,,
dalam,syasa,,,,
dalam,jasya,,,,
dalih,nyasi,,,,
damaged,resa,,,,
damai,syawa,,,,
damn,nasa,,,,
damnation,nasa,,,,
damp,naha,,,,
dampak,syawja,,,,
dan,syakh,,,,
dance,maki,,,,
dapat,niha,,,,
dapatkan,niha,,,,
darat,ahr-makha,,,,
dari,syaki,,,,
daripada,syaki,,,,
dark,cesa,,,,
dasar,sakhsya,,,,
dasar,ikhmi,,,,
datang,miwa,,,,
datar,kama,,,,
dawn,hizad,,,,
day,hizad,,,,
daya,syaza,,,,
days,hizad,,,,
daytime,hizad,,,,
dead,wami,,,,
deceased,wami,,,,
deceit,miju,,,,
deceive,miju,,,,
deep sleep,sekha,,,,
defamation,yimkha,,,,
defeat,mukhsyung,,,,
defect,resa,,,,
degree,hemamu,,,,
delete,nyisa,,,,
deliberately,hedaga,,,,
deliberation,wulabaka,,,,
demi,jasya,,,,
dendam,syekhsya,,,,
dengan,syakh,,,,
dengar,madnga,,,,
dengarkan,madnga,,,,
dengki,nekhri,,,,
dengung,ngega,,,,
dense,jasyam,,,,
deny,nakhma,,,,
denyut,cemaka,,,,
dependent,hewu,,,,
depleted,juha,,,,
derajat,hemamu,,,,
derita,haka,,,,
desa ,ngoma,,,,
desak,jangha,,,,
descend,mukukh,,,,
describe,ukaz,,,,
desert,cuku,,,,
deserve,jakhma,,,,
design,josa,,,,
desire,wabu,,,,
desire,cazika,,,,
destination,jisi,,,,
destiny,mangsyi,,,,
destroy,juha,,,,
destroyed,juha,,,,
detest,nekhri,,,,
detik,syemi,,,,
develop,nadu,,,,
device,khisaz,,,,
dew,ewnu,,,,
dewdrops,ewnu,,,,
di,syi,,,,
di atas,ama,,,,
di samping itu,ruwasi,,,,
di sisi lain,ruwasi,,,,
dia,syiza,,,,
dia,syiza,,,,
diam,nyekhi,,,,
diam,nyekhi,,,,
didik,agak,,,,
die,wami,,,,
different,nesya,,,,
difficult,husi,,,,
dignity,hemamu,,,,
dini hari,hizad,,,,
diperlukan,jakhma,,,,
direction,jisi,,,,
diri,bakhsyiki,,,,
dirimu,akhsya,,,,
dirinya,syiza,,,,
disappear,nyisa,,,,
disaster,jemanga,,,,
disaster,khanya,,,,
discard,nyisa,,,,
disciplined,mam,,,,
discuss,wulabaka,,,,
disiplin,mam,,,,
diskusi,wulabaka,,,,
disobey,nakhma,,,,
dissolve,amu,,,,
distance,gabu,,,,
distant,gabu,,,,
distinct,nesya,,,,
distribute,naci,,,,
diversity,nesya,,,,
document,ngoma,,,,
dokumen,ngoma,,,,
don't,sakad,,,,
dongeng,kihasa,,,,
door,jikhmu,,,,
dorong,jangha,,,,
doubt,kacuha,,,,
doyan,syozakh,,,,
drip,kheme,,,,
drop,kheme,,,,
drown,asesa,,,,
duduk,him,,,,
due to,syawja,,,,
duga,kawas,,,,
dukacita,hesyi,,,,
dukun,kawas,,,,
dulu,hisa,,,,
dungu,syudu,,,,
dunia,ahr-asa,,,,
dusk,wasa,,,,
dusta,syuhma,,,,
each,miza,,,,
each other,hasi,,,,
earth,ahr-makha,,,,
easy,wusya,,,,
eat,wanga,,,,
echo,syawja,,,,
edge,ruwa,,,,
educate,agak,,,,
efek,syawja,,,,
effect,syawja,,,,
ejek,waka,,,,
elaborate,ukaz,,,,
elak,esa,,,,
eliminate,nyisa,,,,
elok,ikhsya,,,,
elus,nysa,,,,
ember,ahr-naka,,,,
embun,ewnu,,,,
embun-embun,ewnu,,,,
emerge,nadu,,,,
empty,mizasya,,,,
encer,ahr-razik,,,,
enclose,nguku,,,,
encounter,wi,,,,
end,hesehazi,,,,
ended,hesehazi,,,,
endure,manya,,,,
enduring,anasyi,,,,
energi,syaza,,,,
energy,syaza,,,,
engkau,akhsya,,,,
enjoy,syozakh,,,,
enteng,wusya,,,,
enter,khabud,,,,
enthusiastic,kuba,,,,
entire,hesuku,,,,
envious,nekhri,,,,
envy,nekhri,,,,
equal,hemaka,,,,
equilibrium,hemaka,,,,
equivalent,hemaka,,,,
era,pawa,,,,
erase,nyisa,,,,
esensi,ikhmi,,,,
esensi,ikhmi,,,,
essence,ikhmi,,,,
essential,jakhma,,,,
eternal,anasyi,,,,
ethnic group,hungu,,,,
etika,asyam,,,,
etnis,hungu,,,,
evade,esa,,,,
evening,hizad,,,,
evening sky,ahr-sadim,,,,
ever,husya,,,,
everlasting,anasyi,,,,
every,miza,,,,
everything,hesuku,,,,
evident,gesa,,,,
examination,rona,,,,
except,ruwasi,,,,
except,makhja,,,,
exchange,cakhmi,,,,
excuse,nyasi,,,,
exhausted,sazu,,,,
exist,asya,,,,
experience,asala,,,,
explain,naci,,,,
explorer,ngesakha,,,,
extinct,juha,,,,
eye,wama,,,,
fable,kihasa,,,,
fabric,ngazikh,,,,
fair,hemaka,,,,
fairytale,kihasa,,,,
faith,zangikh,,,,
faithful,hemiza,,,,
fajar,hizad,,,,
fake,hewu,,,,
fall,gamu,,,,
false.,hewu,,,,
falsehood,syuhma,,,,
fantasy,wabu,,,,
far,gabu,,,,
fascination,cazika,,,,
fast,reja,,,,
fast,gasakh,,,,
fate,mangsyi,,,,
father,aza,,,,
fauna,ahl-yabukha,,,,
feel,hekhmu,,,,
feeling,rikhma,,,,
fell,mena,,,,
female,bakhima,,,,
fertile,hunu,,,,
final,hesehazi,,,,
finished,hesehazi,,,,
firasat,khasuki,,,,
fire,ahr-naka,,,,
firm,gesa,,,,
first,wusa,,,,
fisik,nekhsya,,,,
fitnah,yimkha,,,,
fitting,jakhma,,,,
fixed,gesa,,,,
flame,ahr-naka,,,,
flat,kama,,,,
flaw,resa,,,,
foliage,ahr-makhala,,,,
fond of,syozakh,,,,
foolish,syudu,,,,
for,jasya,,,,
for the sake of,jasya,,,,
forbid,sakad,,,,
force,jangha,,,,
forecast,kawas,,,,
forest,syumakh,,,,
forever,anasyi,,,,
forget,suja,,,,
forgiveness,awjukh,,,,
form,asya,,,,
form,nekhsya,,,,
former,hisa,,,,
fortunate,ukhmud,,,,
fragile,sazu,,,,
frail,sazu,,,,
fraud,miju,,,,
free,weksenga,,,,
fresh,tu,,,,
from,syaki,,,,
full,umu,,,,
full moon,ahr-nusakh,,,,
fundamental,sakhsya,,,,
furious,waka,,,,
gabung,amu,,,,
gadai,cakhmi,,,,
gairah,cazika,,,,
gampang,wusya,,,,
gampang,wusya,,,,
gangguan,mumus,,,,
ganjar,nasa,,,,
ganti,cakhmi,,,,
gantung,cakhmu,,,,
gap,akhmaka,,,,
garba,bakhima,,,,
garba art,bakhima,,,,
garba dance,bakhima,,,,
garis keluarga,hishisa,,,,
garis keturunan,hishisa,,,,
gate,jikhmu,,,,
gather,kawaz,,,,
gay,ahl-wakhuhiza,,,,
gay,ahl-wakhuhiza,,,,
gaze,jakhsyad,,,,
gegas,reja,,,,
gejala,cegasa,,,,
gelap,cesa,,,,
gelar,nunga,,,,
gelombang,cemaka,,,,
gema,syawja,,,,
gemar,syozakh,,,,
gembira,nanyaciza,,,,
gemerlap,ahr-reka,,,,
genealogy,hishisa,,,,
genggam,hekhmu,,,,
gentle,hoym,,,,
genuine,hegami,,,,
gerak,gasakh,,,,
geram,waka,,,,
gerbang,jikhmu,,,,
gerinda,aha,,,,
germ,ahr-mukha,,,,
germ,ahr-mukha,,,,
gerombol,kawaz,,,,
gesek,syaki,,,,
geser,mekhahina,,,,
getar,cemaka,,,,
gift,nyasyiza,,,,
gila,cazika,,,,
give,naci,,,,
glance,jakhsyad,,,,
glimmer,neknga,,,,
gloomy,cesa,,,,
gloomy,cesa,,,,
go back,usad,,,,
go by,husya,,,,
go down,mukukh,,,,
goblok,syudu,,,,
golong,nadha,,,,
golongan,nadha,,,,
golongan,nadha,,,,
good,aki,,,,
good deeds,nusyi,,,,
goods,nekhsya,,,,
gosok,aha,,,,
grace,nyasyiza,,,,
grain,nekhi,,,,
grand,kaza,,,,
grasp,hekhmu,,,,
grave,makha,,,,
greedy,kangu,,,,
greet,besngo,,,,
greeting,hasa,,,,
grinder,aha,,,,
grinding machine,aha,,,,
grip,hekhmu,,,,
